131	170	222
127	166	218
122	161	213
125	164	216
131	170	222
126	166	218
124	167	218
123	166	217
122	165	216
121	164	215
119	162	213
117	159	212
116	158	211
119	160	215
116	157	212
114	155	210
116	157	212
120	160	218
121	161	219
118	158	216
124	153	210
142	145	200
152	143	199
153	144	200
153	144	200
150	144	199
149	143	198
147	142	197
146	141	196
143	140	195
142	139	194
138	138	192
136	136	190
133	135	189
132	134	188
132	134	188
132	134	188
130	133	188
130	133	188
129	132	187
128	131	186
127	130	185
127	130	185
126	129	184
126	129	184
127	130	185
125	128	183
123	126	181
122	125	180
123	126	181
124	127	182
124	127	182
123	126	181
117	123	176
117	123	176
115	121	174
115	121	174
114	120	173
114	120	173
114	120	173
115	121	174
114	120	173
111	117	170
109	115	168
107	113	166
106	112	165
103	109	162
100	106	159
97	103	156
94	102	155
96	102	155
95	101	154
96	100	153
93	99	152
90	98	151
83	100	151
76	101	151
66	102	150
57	103	150
53	105	151
48	105	150
48	105	150
49	104	149
47	102	147
49	101	147
45	101	148
45	101	148
44	100	149
43	99	148
43	98	149
43	98	149
44	98	151
44	98	151
46	100	155
45	99	154
44	97	154
43	96	153
42	94	154
42	94	154
42	93	155
42	93	155
42	93	156
43	94	157
45	96	159
47	98	161
49	100	163
51	102	165
53	104	166
54	105	167
53	104	166
54	105	167
55	107	167
54	106	166
50	102	162
49	101	161
50	103	160
51	103	163
55	110	171
51	105	168
49	102	165
50	103	166
54	107	170
56	109	172
56	107	170
53	104	167
51	102	165
51	102	165
52	100	164
52	100	164
52	100	164
53	101	165
55	101	165
56	102	166
141	176	220
137	172	216
135	170	214
134	169	213
136	169	215
139	169	216
147	177	226
142	172	219
136	168	217
145	177	226
148	180	229
144	177	226
146	179	229
142	175	225
142	177	227
143	178	228
139	176	228
136	173	225
135	172	224
136	175	227
138	176	230
136	171	227
133	168	224
130	165	221
129	164	220
132	167	223
135	170	226
139	174	230
140	175	231
135	170	226
135	171	225
134	170	224
133	169	223
133	169	223
132	168	222
131	167	221
131	167	221
127	164	216
128	165	217
130	167	217
131	168	220
132	169	219
131	168	220
130	167	219
129	166	218
133	170	222
132	169	221
130	169	221
131	170	222
127	166	218
122	161	213
124	163	215
130	169	221
125	165	217
126	166	218
124	167	218
125	165	217
122	165	216
122	162	214
117	159	212
118	158	211
119	160	215
118	157	212
115	156	211
120	159	214
124	165	220
129	167	225
124	165	220
132	159	215
141	146	201
151	145	200
152	146	201
152	146	201
151	146	201
150	145	200
147	144	199
147	144	199
140	140	194
139	139	193
136	138	192
134	136	190
131	135	188
131	135	188
130	134	187
130	134	187
129	132	187
130	131	187
129	132	187
129	132	187
129	132	187
127	130	185
126	129	184
125	128	183
128	131	186
125	128	183
123	126	181
122	125	180
123	126	181
124	127	182
122	127	182
121	126	181
115	121	174
114	120	173
114	120	173
113	119	172
113	119	172
114	120	173
114	120	173
115	121	174
113	119	172
111	117	170
108	114	167
107	113	166
105	111	164
103	109	162
99	105	158
96	102	155
95	103	156
96	102	155
97	101	152
96	100	153
93	99	152
91	99	152
86	100	152
77	102	152
69	105	153
60	106	153
55	107	153
51	108	153
49	106	151
48	105	150
48	103	148
47	102	147
48	102	149
47	101	148
47	101	148
46	99	149
46	99	149
47	100	151
47	100	151
48	100	153
47	98	154
46	97	153
45	95	153
44	94	154
43	93	153
42	92	152
43	92	154
43	92	154
49	98	160
49	98	160
50	99	161
52	101	163
53	102	164
54	103	165
55	105	165
56	106	166
56	106	166
58	108	168
59	109	167
57	107	165
53	103	161
51	101	159
52	102	160
54	104	162
54	105	167
48	101	164
46	97	160
47	98	161
51	102	165
53	104	167
52	100	164
49	97	161
51	99	163
53	101	165
56	104	168
61	107	171
60	108	172
63	109	173
62	108	172
62	108	172
129	163	209
131	165	211
135	169	215
138	172	218
141	174	220
147	175	222
149	177	224
150	179	224
149	179	226
147	177	224
144	177	223
144	178	224
145	178	227
141	177	225
138	174	222
134	172	220
135	175	224
140	180	229
141	181	230
135	176	225
130	170	222
131	169	223
132	167	223
132	167	223
133	168	224
133	169	223
135	171	225
136	172	226
137	173	227
134	170	224
138	175	227
137	174	226
132	169	221
128	165	217
129	166	218
131	168	220
134	169	219
133	168	218
134	167	217
134	167	216
136	169	219
136	172	220
137	172	222
135	170	220
134	169	219
138	173	223
137	172	222
133	170	222
131	168	220
129	166	218
128	165	217
128	164	218
126	164	218
126	164	218
126	164	218
125	165	218
126	164	218
124	164	217
123	161	215
120	160	213
119	157	211
120	160	213
121	159	213
119	159	212
119	157	211
116	156	209
118	155	211
120	160	213
133	160	216
142	147	202
151	145	202
151	145	202
150	144	201
147	144	200
144	143	199
140	141	197
140	141	197
137	140	195
136	139	194
133	138	193
130	137	192
126	136	190
125	135	189
124	134	188
125	132	187
130	133	188
133	132	188
132	133	189
132	133	189
131	132	188
130	131	187
127	130	185
125	128	183
123	126	181
123	126	181
121	126	181
121	126	181
121	126	181
121	126	181
119	126	181
121	127	180
122	129	179
121	125	176
118	122	173
117	121	172
117	121	172
117	121	172
115	119	170
114	118	169
114	120	173
113	119	172
111	117	170
108	114	167
105	111	164
102	108	161
100	105	160
98	104	157
99	106	156
98	105	155
100	105	154
99	102	153
96	100	151
89	98	148
82	97	146
72	98	145
62	98	146
54	100	147
47	102	147
43	102	147
42	101	146
42	101	146
43	100	145
44	99	144
47	99	145
47	99	146
49	101	148
50	101	151
50	101	151
50	100	152
50	100	152
50	100	153
45	94	150
47	96	152
48	96	154
48	95	156
47	94	155
48	95	157
50	97	159
53	100	161
54	100	158
53	100	156
53	100	156
55	102	158
57	104	160
58	105	161
57	104	160
55	102	158
58	105	161
59	106	162
59	106	162
59	106	162
59	106	162
58	105	161
57	104	160
57	103	161
51	98	160
51	97	161
51	97	161
50	96	160
48	94	158
49	95	159
51	97	161
54	100	164
55	101	165
56	102	166
59	105	169
63	107	171
63	109	173
65	109	173
65	109	173
65	109	173
147	181	227
146	180	226
145	179	225
143	177	223
143	176	222
143	172	217
146	172	218
144	173	218
144	173	218
142	173	218
142	173	218
139	172	218
137	171	217
135	171	217
134	170	216
134	172	220
135	175	223
137	179	226
137	179	226
130	173	222
127	167	219
126	164	218
128	163	219
128	163	219
129	164	220
131	167	221
133	169	223
135	171	225
136	172	226
134	171	223
127	164	216
126	163	213
133	170	220
139	176	226
137	174	224
133	170	220
134	169	219
134	167	216
135	168	217
136	169	218
136	169	218
136	169	218
136	169	218
136	169	219
136	169	219
136	171	221
135	170	220
134	168	221
133	167	220
130	167	219
130	167	219
130	166	220
131	167	221
126	164	218
126	164	218
126	164	218
126	164	218
125	163	217
123	161	215
121	159	213
120	158	212
121	159	213
121	159	213
120	158	212
118	156	210
116	154	208
116	154	208
119	157	211
131	158	214
142	147	202
151	145	202
149	146	202
148	145	201
145	144	200
143	142	198
140	141	197
138	141	196
135	140	195
134	139	194
131	138	193
128	138	192
125	137	191
123	135	189
122	134	188
124	134	188
130	133	188
133	132	188
134	133	189
134	133	189
131	132	188
129	130	186
127	130	185
125	128	183
122	125	180
122	125	180
121	126	181
121	126	181
121	126	181
121	126	181
120	127	182
122	128	181
124	128	179
122	127	176
119	123	174
118	122	173
118	122	173
117	121	172
115	119	170
114	118	169
113	119	172
112	118	171
110	116	169
107	113	166
104	110	163
101	107	160
99	104	159
98	104	157
99	106	156
100	105	154
99	104	153
99	103	152
96	100	151
89	98	148
82	97	146
72	98	145
62	98	146
54	100	147
48	103	148
44	103	148
44	103	148
42	101	146
43	100	145
44	99	144
47	99	145
48	100	146
49	101	148
49	101	148
50	101	151
49	100	150
49	99	151
49	99	152
44	93	149
46	94	152
47	95	153
47	94	155
46	93	155
47	94	156
49	96	158
51	98	159
49	96	152
48	95	149
47	94	148
48	95	149
51	98	152
52	99	153
52	99	153
51	98	152
50	97	151
51	98	152
52	99	153
53	100	154
54	101	155
54	101	155
54	101	155
53	100	156
52	99	161
53	99	163
53	99	163
52	98	162
50	96	160
51	97	161
53	99	163
55	101	165
54	100	164
56	102	166
57	103	167
59	105	169
60	106	170
61	107	171
60	106	170
60	106	170
160	193	238
157	190	235
153	186	231
149	182	227
148	179	224
152	181	226
151	177	223
147	176	221
148	177	222
148	178	225
148	178	225
143	176	222
139	173	219
135	171	219
137	173	221
138	176	224
141	179	227
139	179	228
137	177	226
132	173	222
130	169	221
128	164	218
130	163	219
130	163	219
131	164	220
133	167	221
135	169	223
138	172	226
140	174	228
142	176	229
133	167	220
131	166	216
138	173	223
140	175	225
134	169	219
131	166	216
135	170	220
132	168	216
135	171	219
137	173	221
135	171	219
132	168	216
131	167	215
133	168	218
135	170	220
135	170	220
134	169	219
134	168	221
133	167	220
133	167	220
134	168	221
134	168	222
133	169	223
126	164	218
126	164	218
126	164	218
126	164	218
124	162	216
123	161	215
121	159	213
120	158	212
122	160	214
122	160	214
121	159	213
118	156	210
115	153	207
114	152	206
116	154	208
127	154	210
141	146	201
150	144	201
150	144	201
149	143	200
146	143	199
142	141	197
139	140	196
138	139	195
136	139	194
134	139	194
131	138	193
130	137	192
127	137	191
126	136	190
125	135	189
127	134	189
130	133	188
131	132	188
131	132	188
131	132	188
130	131	187
129	130	186
127	128	184
127	128	184
123	124	180
123	124	180
122	125	180
123	126	181
123	126	181
124	127	182
122	127	182
124	128	181
124	128	179
123	126	177
120	124	175
119	123	174
118	122	173
118	122	173
115	119	172
113	117	170
113	117	170
112	116	169
108	114	167
106	112	165
103	109	162
100	106	159
98	103	158
97	103	156
98	105	155
100	105	154
99	104	153
99	103	152
96	100	151
90	99	149
82	97	146
72	98	145
62	98	144
56	101	145
51	104	147
48	106	148
47	104	149
45	102	147
45	100	145
44	99	144
44	100	147
44	100	147
45	101	148
45	101	148
45	101	150
44	100	149
43	98	149
43	97	150
41	95	150
43	96	153
44	97	154
43	95	155
42	93	155
43	94	156
45	96	158
48	100	160
49	100	156
47	99	152
45	97	150
46	98	151
48	100	153
50	102	155
51	103	156
51	103	156
47	99	152
48	100	153
49	101	154
51	103	156
52	104	157
53	105	158
53	105	158
53	104	160
52	104	164
53	104	166
53	104	166
52	103	165
51	102	164
50	101	163
52	103	165
54	105	167
52	103	165
53	104	166
54	105	167
55	106	168
55	106	168
55	106	168
55	106	168
54	105	167
163	194	239
162	193	238
160	191	236
158	189	234
156	187	232
155	184	229
153	179	225
148	177	222
149	177	224
151	181	228
151	181	228
144	177	223
139	171	220
138	171	220
137	173	221
137	175	223
136	173	223
131	171	220
129	169	218
128	168	217
128	167	219
127	161	215
127	160	216
126	159	215
125	158	214
127	161	215
129	163	217
131	165	219
133	167	221
133	167	220
136	170	223
138	173	223
134	169	219
126	161	211
123	158	208
129	164	214
136	171	221
130	168	216
132	172	220
134	174	222
131	171	219
126	166	214
126	164	212
129	166	216
136	171	221
136	171	221
135	170	220
134	168	221
134	168	221
133	167	220
134	168	221
134	168	222
134	168	222
129	165	219
127	165	219
126	164	218
125	163	217
124	162	216
122	160	214
121	159	213
121	159	213
122	160	214
122	160	214
121	159	213
118	156	210
114	152	206
112	150	204
113	151	205
123	150	206
141	146	201
150	144	201
149	143	200
148	142	199
145	142	198
143	140	196
139	138	194
136	137	193
135	138	193
135	138	193
132	137	192
130	137	192
127	137	191
127	137	191
126	136	190
128	135	190
130	133	188
131	132	188
131	132	188
130	131	187
129	130	186
128	129	185
127	128	184
127	128	184
123	124	180
123	124	180
122	125	180
123	126	181
123	126	181
125	126	182
124	127	182
125	126	182
125	127	181
123	126	177
120	124	175
119	123	174
119	123	174
117	121	172
114	118	171
112	116	169
111	115	168
110	114	167
107	113	166
104	110	163
102	108	161
99	105	158
97	102	157
96	102	155
98	105	155
97	104	153
99	104	153
99	103	152
96	100	151
90	99	149
83	98	147
75	98	146
64	98	144
58	100	145
53	104	147
50	105	148
50	105	150
48	103	148
47	99	145
45	97	143
44	100	147
42	101	147
43	102	148
43	101	150
42	100	149
41	98	149
40	97	149
39	96	148
41	97	152
43	99	154
43	98	155
43	97	157
42	96	156
42	96	157
44	98	159
46	100	160
50	106	161
49	103	156
46	100	153
46	100	153
49	103	156
51	105	158
53	107	160
53	107	160
49	103	156
50	104	157
51	105	158
52	106	159
53	107	160
54	108	161
54	108	161
54	108	163
53	107	167
54	108	169
54	108	168
53	107	168
52	106	166
51	105	166
52	106	166
54	108	169
52	106	166
52	106	167
52	106	166
52	106	167
52	106	166
52	106	167
51	105	165
51	105	166
156	185	229
157	186	230
158	187	231
160	189	233
161	190	235
164	190	236
159	185	232
154	182	229
155	183	230
157	187	234
157	187	236
150	182	231
145	177	226
148	181	230
146	179	229
141	176	226
137	172	222
131	168	218
130	167	219
133	170	222
135	172	224
134	168	222
134	164	221
132	162	219
130	160	217
130	161	216
131	162	217
133	164	219
134	165	220
129	161	214
142	174	227
147	180	230
139	172	222
135	168	218
141	174	224
143	176	226
137	172	222
128	168	216
130	172	219
132	174	221
129	171	218
124	166	213
123	163	211
127	167	216
134	171	221
136	173	223
135	172	222
135	169	222
134	168	221
134	166	219
134	166	219
133	164	219
131	165	219
129	165	219
127	165	219
126	164	218
124	162	216
123	161	215
122	160	214
121	159	213
121	159	213
122	160	214
122	160	214
121	159	213
118	156	210
114	152	206
111	149	203
111	149	203
121	148	204
140	145	200
149	143	200
148	142	199
147	141	198
143	140	196
141	138	194
137	136	192
134	135	191
133	136	191
133	136	191
131	136	191
131	136	191
129	136	191
128	135	190
128	135	190
128	135	190
130	133	188
130	133	188
129	132	187
128	131	186
127	130	185
126	129	184
127	128	184
127	128	184
124	125	181
124	125	181
124	125	181
124	125	181
124	125	181
126	125	181
124	125	181
124	125	181
124	126	180
123	125	179
120	124	177
119	123	176
119	123	176
116	120	173
113	117	170
110	114	167
107	113	166
106	112	165
105	111	164
102	108	161
100	106	159
98	104	157
96	102	155
95	101	154
95	104	154
97	104	154
99	103	154
98	102	153
96	100	151
90	99	149
83	98	147
75	98	146
64	98	144
58	100	145
53	102	146
51	104	147
51	104	147
51	102	145
50	99	143
48	98	144
43	99	146
41	101	147
41	100	149
41	100	149
40	99	148
39	98	148
38	96	148
37	95	147
39	96	151
40	97	152
41	98	154
40	96	155
39	95	154
39	95	154
41	97	156
44	99	156
46	102	157
43	100	152
41	98	150
41	98	150
43	100	152
46	103	155
47	104	156
48	105	157
46	103	155
46	103	155
47	104	156
47	104	156
47	104	156
46	103	155
46	103	155
45	101	156
49	106	162
50	106	165
51	108	164
50	106	165
48	105	161
47	103	162
47	104	160
49	105	164
49	106	162
48	104	163
48	105	161
47	103	162
47	104	160
47	103	162
47	104	160
47	103	162
153	178	222
151	178	222
155	180	224
155	182	226
156	182	228
160	186	233
157	183	230
154	182	229
154	181	231
155	185	234
155	185	234
149	181	230
146	177	228
145	178	228
141	174	224
134	167	217
127	161	214
126	160	213
128	162	215
129	166	218
134	168	222
135	165	222
134	163	220
129	159	216
127	156	213
125	156	211
127	157	212
128	159	214
131	161	216
129	161	214
135	166	219
134	167	217
133	164	215
136	169	219
141	172	223
132	165	215
116	151	201
